IdRegion,Prov000,-18.023166,-70.830164
IdRegion,Prov001,-16.5437818241709,-70.6934089923922
IdRegion,Prov002,-15.0643976483417,-70.5566539847844
IdRegion,Prov003,-13.5850134725126,-70.4198989771766
IdRegion,Prov004,-12.1056292966834,-70.2831439695688
IdRegion,Prov005,-10.6262451208543,-70.146388961961
IdRegion,Prov006,-17.5301064749294,-71.1964657110471
IdRegion,Prov007,-16.0507222991003,-71.0597107034393
IdRegion,Prov008,-14.5713381232711,-70.9229556958315
IdRegion,Prov009,-13.091953947442,-70.7862006882237
IdRegion,Prov010,-11.6125697716128,-70.6494456806159
IdRegion,Prov011,-10.1331855957837,-70.5126906730081
IdRegion,Prov012,-17.0370469498588,-71.5627674220942
IdRegion,Prov013,-15.5576627740297,-71.4260124144864
IdRegion,Prov014,-14.0782785982005,-71.2892574068786
IdRegion,Prov015,-12.5988944223714,-71.1525023992708
IdRegion,Prov016,-11.1195102465423,-71.015747391663
IdRegion,Prov017,-9.64012607071311,-70.8789923840552
IdRegion,Prov018,-16.5439874247882,-71.9290691331413
IdRegion,Prov019,-15.0646032489591,-71.7923141255335
IdRegion,Prov020,-13.5852190731299,-71.6555591179257
IdRegion,Prov021,-12.1058348973008,-71.5188041103179
IdRegion,Prov022,-10.6264507214717,-71.3820491027101
IdRegion,Prov023,-9.14706654564252,-71.2452940951023
IdRegion,Prov024,-16.0509278997176,-72.2953708441884
IdRegion,Prov025,-14.5715437238885,-72.1586158365806
IdRegion,Prov026,-13.0921595480593,-72.0218608289728
IdRegion,Prov027,-11.6127753722302,-71.885105821365
IdRegion,Prov028,-10.1333911964011,-71.7483508137572
IdRegion,Prov029,-8.65400702057193,-71.6115958061494
IdRegion,Prov030,-15.557868374647,-72.6616725552355
IdRegion,Prov031,-14.0784841988179,-72.5249175476277
IdRegion,Prov032,-12.5991000229888,-72.3881625400199
IdRegion,Prov033,-11.1197158471596,-72.2514075324121
IdRegion,Prov034,-9.64033167133048,-72.1146525248043
IdRegion,Prov035,-8.16094749550134,-71.9778975171965
IdRegion,Prov036,-15.0648088495764,-73.0279742662826
IdRegion,Prov037,-13.5854246737473,-72.8912192586748
IdRegion,Prov038,-12.1060404979182,-72.754464251067
IdRegion,Prov039,-10.626656322089,-72.6177092434592
IdRegion,Prov040,-9.14727214625989,-72.4809542358514
IdRegion,Prov041,-7.66788797043074,-72.3441992282436
IdRegion,Prov042,-14.5717493245059,-73.3942759773297
IdRegion,Prov043,-13.0923651486767,-73.2575209697219
IdRegion,Prov044,-11.6129809728476,-73.1207659621141
IdRegion,Prov045,-10.1335967970184,-72.9840109545063
IdRegion,Prov046,-8.65421262118929,-72.8472559468985
IdRegion,Prov047,-7.17482844536015,-72.7105009392907
IdRegion,Prov048,-14.0786897994353,-73.7605776883768
IdRegion,Prov049,-12.5993056236061,-73.623822680769
IdRegion,Prov050,-11.119921447777,-73.4870676731612
IdRegion,Prov051,-9.64053727194784,-73.3503126655534
IdRegion,Prov052,-8.1611530961187,-73.2135576579456
IdRegion,Prov053,-6.68176892028956,-73.0768026503378
IdRegion,Prov054,-13.5856302743647,-74.1268793994239
IdRegion,Prov055,-12.1062460985355,-73.9901243918161
IdRegion,Prov056,-10.6268619227064,-73.8533693842083
IdRegion,Prov057,-9.14747774687725,-73.7166143766005
IdRegion,Prov058,-7.66809357104811,-73.5798593689927
IdRegion,Prov059,-6.18870939521897,-73.4431043613849
IdRegion,Prov060,-13.0925707492941,-74.493181110471
IdRegion,Prov061,-11.6131865734649,-74.3564261028632
IdRegion,Prov062,-10.1338023976358,-74.2196710952554
IdRegion,Prov063,-8.65441822180666,-74.0829160876476
IdRegion,Prov064,-7.17503404597752,-73.9461610800398
IdRegion,Prov065,-5.69564987014838,-73.809406072432
IdRegion,Prov066,-12.5995112242235,-74.8594828215181
IdRegion,Prov067,-11.1201270483943,-74.7227278139103
IdRegion,Prov068,-9.64074287256521,-74.5859728063025
IdRegion,Prov069,-8.16135869673607,-74.4492177986947
IdRegion,Prov070,-6.68197452090693,-74.3124627910869
IdRegion,Prov071,-5.20259034507778,-74.1757077834791
