IdRegion,Prov000,-18.023166,-70.830164,Costa
IdRegion,Prov001,-16.5437818241709,-70.6934089923922,Costa
IdRegion,Prov002,-15.0643976483417,-70.5566539847844,Sierra
IdRegion,Prov003,-13.5850134725126,-70.4198989771766,Sierra
IdRegion,Prov004,-12.1056292966834,-70.2831439695688,Selva
IdRegion,Prov005,-10.6262451208543,-70.146388961961,Selva
IdRegion,Prov006,-17.5301064749294,-71.1964657110471,Costa
IdRegion,Prov007,-16.0507222991003,-71.0597107034393,Costa
IdRegion,Prov008,-14.5713381232711,-70.9229556958315,Sierra
IdRegion,Prov009,-13.091953947442,-70.7862006882237,Sierra
IdRegion,Prov010,-11.6125697716128,-70.6494456806159,Selva
IdRegion,Prov011,-10.1331855957837,-70.5126906730081,Selva
IdRegion,Prov012,-17.0370469498588,-71.5627674220942,Costa
IdRegion,Prov013,-15.5576627740297,-71.4260124144864,Costa
IdRegion,Prov014,-14.0782785982005,-71.2892574068786,Sierra
IdRegion,Prov015,-12.5988944223714,-71.1525023992708,Sierra
IdRegion,Prov016,-11.1195102465423,-71.015747391663,Selva
IdRegion,Prov017,-9.64012607071311,-70.8789923840552,Selva
IdRegion,Prov018,-16.5439874247882,-71.9290691331413,Costa
IdRegion,Prov019,-15.0646032489591,-71.7923141255335,Costa
IdRegion,Prov020,-13.5852190731299,-71.6555591179257,Sierra
IdRegion,Prov021,-12.1058348973008,-71.5188041103179,Sierra
IdRegion,Prov022,-10.6264507214717,-71.3820491027101,Selva
IdRegion,Prov023,-9.14706654564252,-71.2452940951023,Selva
IdRegion,Prov024,-16.0509278997176,-72.2953708441884,Costa
IdRegion,Prov025,-14.5715437238885,-72.1586158365806,Costa
IdRegion,Prov026,-13.0921595480593,-72.0218608289728,Sierra
IdRegion,Prov027,-11.6127753722302,-71.885105821365,Sierra
IdRegion,Prov028,-10.1333911964011,-71.7483508137572,Selva
IdRegion,Prov029,-8.65400702057193,-71.6115958061494,Selva
IdRegion,Prov030,-15.557868374647,-72.6616725552355,Costa
IdRegion,Prov031,-14.0784841988179,-72.5249175476277,Costa
IdRegion,Prov032,-12.5991000229888,-72.3881625400199,Sierra
IdRegion,Prov033,-11.1197158471596,-72.2514075324121,Sierra
IdRegion,Prov034,-9.64033167133048,-72.1146525248043,Selva
IdRegion,Prov035,-8.16094749550134,-71.9778975171965,Selva
IdRegion,Prov036,-15.0648088495764,-73.0279742662826,Costa
IdRegion,Prov037,-13.5854246737473,-72.8912192586748,Costa
IdRegion,Prov038,-12.1060404979182,-72.754464251067,Sierra
IdRegion,Prov039,-10.626656322089,-72.6177092434592,Sierra
IdRegion,Prov040,-9.14727214625989,-72.4809542358514,Selva
IdRegion,Prov041,-7.66788797043074,-72.3441992282436,Selva
IdRegion,Prov042,-14.5717493245059,-73.3942759773297,Costa
IdRegion,Prov043,-13.0923651486767,-73.2575209697219,Costa
IdRegion,Prov044,-11.6129809728476,-73.1207659621141,Sierra
IdRegion,Prov045,-10.1335967970184,-72.9840109545063,Sierra
IdRegion,Prov046,-8.65421262118929,-72.8472559468985,Selva
IdRegion,Prov047,-7.17482844536015,-72.7105009392907,Selva
IdRegion,Prov048,-14.0786897994353,-73.7605776883768,Costa
IdRegion,Prov049,-12.5993056236061,-73.623822680769,Costa
IdRegion,Prov050,-11.119921447777,-73.4870676731612,Sierra
IdRegion,Prov051,-9.64053727194784,-73.3503126655534,Sierra
IdRegion,Prov052,-8.1611530961187,-73.2135576579456,Selva
IdRegion,Prov053,-6.68176892028956,-73.0768026503378,Selva
IdRegion,Prov054,-13.5856302743647,-74.1268793994239,Costa
IdRegion,Prov055,-12.1062460985355,-73.9901243918161,Costa
IdRegion,Prov056,-10.6268619227064,-73.8533693842083,Sierra
IdRegion,Prov057,-9.14747774687725,-73.7166143766005,Sierra
IdRegion,Prov058,-7.66809357104811,-73.5798593689927,Selva
IdRegion,Prov059,-6.18870939521897,-73.4431043613849,Selva
IdRegion,Prov060,-13.0925707492941,-74.493181110471,Costa
IdRegion,Prov061,-11.6131865734649,-74.3564261028632,Costa
IdRegion,Prov062,-10.1338023976358,-74.2196710952554,Sierra
IdRegion,Prov063,-8.65441822180666,-74.0829160876476,Sierra
IdRegion,Prov064,-7.17503404597752,-73.9461610800398,Selva
IdRegion,Prov065,-5.69564987014838,-73.809406072432,Selva
IdRegion,Prov066,-12.5995112242235,-74.8594828215181,Costa
IdRegion,Prov067,-11.1201270483943,-74.7227278139103,Costa
IdRegion,Prov068,-9.64074287256521,-74.5859728063025,Sierra
IdRegion,Prov069,-8.16135869673607,-74.4492177986947,Sierra
IdRegion,Prov070,-6.68197452090693,-74.3124627910869,Selva
IdRegion,Prov071,-5.20259034507778,-74.1757077834791,Selva
IdRegion,Prov072,-12.1064516991529,-75.2257845325652,Costa
IdRegion,Prov073,-10.6270675233238,-75.0890295249574,Costa
IdRegion,Prov074,-9.14768334749461,-74.9522745173496,Sierra
IdRegion,Prov075,-7.66829917166547,-74.8155195097418,Sierra
IdRegion,Prov076,-6.18891499583633,-74.678764502134,Selva
IdRegion,Prov077,-4.70953082000719,-74.5420094945262,Selva
IdRegion,Prov078,-11.6133921740823,-75.5920862436123,Costa
IdRegion,Prov079,-10.1340079982532,-75.4553312360045,Costa
IdRegion,Prov080,-8.65462382242402,-75.3185762283967,Sierra
IdRegion,Prov081,-7.17523964659488,-75.1818212207889,Sierra
IdRegion,Prov082,-5.69585547076574,-75.0450662131811,Selva
IdRegion,Prov083,-4.2164712949366,-74.9083112055733,Selva
IdRegion,Prov084,-11.1203326490117,-75.9583879546594,Costa
IdRegion,Prov085,-9.64094847318257,-75.8216329470516,Costa
IdRegion,Prov086,-8.16156429735343,-75.6848779394438,Sierra
IdRegion,Prov087,-6.68218012152429,-75.548122931836,Sierra
IdRegion,Prov088,-5.20279594569515,-75.4113679242282,Selva
IdRegion,Prov089,-3.72341176986601,-75.2746129166204,Selva
IdRegion,Prov090,-10.6272731239411,-76.3246896657065,Costa
IdRegion,Prov091,-9.14788894811198,-76.1879346580987,Costa
IdRegion,Prov092,-7.66850477228284,-76.0511796504909,Sierra
IdRegion,Prov093,-6.1891205964537,-75.9144246428831,Sierra
IdRegion,Prov094,-4.70973642062456,-75.7776696352753,Selva
IdRegion,Prov095,-3.23035224479542,-75.6409146276675,Selva
IdRegion,Prov096,-10.1342135988705,-76.6909913767536,Costa
IdRegion,Prov097,-8.65482942304139,-76.5542363691458,Costa
IdRegion,Prov098,-7.17544524721225,-76.417481361538,Sierra
IdRegion,Prov099,-5.69606107138311,-76.2807263539302,Sierra
IdRegion,Prov100,-4.21667689555397,-76.1439713463224,Selva
IdRegion,Prov101,-2.73729271972482,-76.0072163387146,Selva
